"vectorZ","vectorH0","vectorOm","vectorOl","resultados"
515.0084004101839,69.17214241405286,0.9430000000000001,0.05699999999999994,58.21074697597676
388.2119140605935,70.765205995507,0.999,0.0010000000000000009,57.48055517191801
21.475329277077094,88.07234569499445,0.139,0.861,52.05269132270064
23.76152638163353,93.90152939083578,0.124,0.876,52.24673213451432
16.408711834005317,51.830829343262884,0.56,0.43999999999999995,51.427912053035875
247.47582820739694,51.110604374818514,0.16,0.84,58.793519783574666
187.61831559703091,80.57831681417049,0.455,0.5449999999999999,56.2825642946337
351.9167940984637,67.13744985929038,0.131,0.869,59.158828833433745
223.68922177996365,55.14726728371261,0.382,0.618,57.65515304083989
774.1177571686869,53.90846359705041,0.034,0.966,62.49193643844464
471.5654935756522,60.93692440690185,0.811,0.18899999999999995,58.428835341164785
716.4241391299859,67.96244676492188,0.753,0.247,59.18623791663519
102.66386893252138,74.31357271898848,0.052000000000000005,0.948,56.8873638962618
636.1089152951877,96.27663269290423,0.8210000000000001,0.17899999999999994,58.08788851466973
677.0871271728304,78.21298429427006,0.5660000000000001,0.43399999999999994,59.01490380527886
33.163703364645244,96.53764004563037,0.578,0.42200000000000004,51.7123162342065
936.4279787710909,71.81948578542902,0.856,0.14400000000000002,59.54049544665928
483.11360414252226,61.08131992869337,0.156,0.844,59.925315776498536
105.10091565630637,74.56268028781167,0.841,0.15900000000000003,54.592547233279525
804.432499219133,80.45992507567077,0.858,0.14200000000000002,58.956265950932725
270.89559863786553,88.14982952831456,0.11800000000000001,0.882,58.067151220224005
466.07025881908794,74.63125889165471,0.389,0.611,58.6222501030636
137.9091923778269,75.22223485783385,0.635,0.365,55.44148819094111
834.3805241928728,50.38585797042286,0.8300000000000001,0.16999999999999993,60.0837981902807
141.59396455976844,53.693622932453934,0.981,0.019000000000000017,55.83930630685334
74.45120639332322,53.908607931683306,0.992,0.008000000000000007,54.36251937252535
368.93708225958585,73.13044634119625,0.9470000000000001,0.052999999999999936,57.34511500024279
128.77587149322835,63.662967622752184,0.133,0.867,56.990847295816
990.050955888312,90.85588579246998,0.491,0.509,59.656873816027655
937.7526044461711,54.018580297639865,0.634,0.366,60.43599775962862
38.59528054668999,82.49193414293468,0.613,0.387,52.35601170649788
344.7716384754633,85.08748910682876,0.913,0.08699999999999997,56.89906058042121
36.851865401795976,59.999845306336056,0.392,0.608,53.32563562352326
18.609269348198723,71.42191088736368,0.671,0.32899999999999996,50.87677139420552
838.1860648218953,51.74426509553057,0.043000000000000003,0.957,62.570500824235594
908.6679644325636,91.27322569767743,0.792,0.20799999999999996,59.02484892962481
416.5125675820932,65.65614750213591,0.112,0.888,59.71466037720589
309.8287138902501,73.79588889208924,0.933,0.06699999999999995,56.950189662016754
330.4449909650009,61.48711897159911,0.096,0.904,59.465964725325506
798.4088458034289,58.71823085484053,0.995,0.0050000000000000044,59.48717937542318
65.34608685823105,68.41822721641886,0.6900000000000001,0.30999999999999994,53.87345301064285
512.2675173438338,59.960712118474014,0.876,0.124,58.57699044382901
239.2646699773113,77.64011513428353,0.401,0.599,57.020826881963146
329.7448358352001,91.57794248434607,0.61,0.39,57.00659976977498
782.1671733311728,64.4245885645354,0.362,0.638,60.15327992662017
627.184874451174,65.81524594662184,0.86,0.14,58.84004409293407
285.54191890005836,77.81273393988172,0.131,0.869,58.36962632042053
835.2771212011346,57.4026428173495,0.453,0.5469999999999999,60.35046271642881
753.5805471665669,94.40103003100933,0.922,0.07799999999999996,58.39883505487342
967.3973250646945,93.74382713129802,0.685,0.31499999999999995,59.23746335232033
720.9506718415107,50.90057197010892,0.59,0.41000000000000003,60.04917959198265
129.58443040872248,63.15826543671405,0.486,0.514,55.91787440087722
605.4648088604015,61.05036178827221,0.11900000000000001,0.881,60.656148665663096
178.59399320667103,99.04672667622089,0.41000000000000003,0.59,55.81508316739843
390.4294027646365,59.78115709670043,0.553,0.44699999999999995,58.397266722036434
753.4376983951622,51.364199826352085,0.308,0.692,60.704188758149996
734.1444844664172,78.31104046635741,0.659,0.34099999999999997,59.05377827492008
880.3657395512753,80.84177571951074,0.584,0.41600000000000004,59.49537466898971
749.9351944330863,68.1340168159511,0.189,0.8109999999999999,60.502278322514044
244.97215918360666,51.895561482945716,0.652,0.348,57.51589637626975
828.035540681552,85.30871479790406,0.898,0.10199999999999998,58.85117119479696
210.7174521048828,63.20580804807039,0.12,0.88,58.20923002094774
213.16839276395672,84.98947537426189,0.612,0.388,56.18995461951964
710.2444224508345,75.25050540148689,0.149,0.851,60.36788389138749
668.967219927606,66.74569066423766,0.272,0.728,59.9802263925998
132.30807021454507,58.408294937161884,0.47800000000000004,0.522,56.149390926031664
338.0803472424509,52.09769921062063,0.02,0.98,61.12314652692365
219.12778317525772,81.9724028493968,0.293,0.7070000000000001,56.978928156810184
415.9245410261417,59.0950061632324,0.604,0.396,58.48385301763184
584.1802670175687,73.07580797488488,0.295,0.7050000000000001,59.41223028927253
984.9220962405063,62.31445916833928,0.4,0.6,60.64679045305115
